permutation,primary,weighted,within_compartment,synapse_positions
120,2.03019e+08,3.29522e+10,1.2784e+08,1.76081e+08
121,2.03358e+08,3.2774e+10,1.27879e+08,1.76303e+08
122,2.0283e+08,3.19821e+10,1.28107e+08,1.75734e+08
123,2.03148e+08,3.21756e+10,1.27946e+08,1.76082e+08
124,2.02817e+08,3.24694e+10,1.28065e+08,1.75827e+08
125,2.02614e+08,3.25562e+10,1.27769e+08,1.7534e+08
126,2.02811e+08,3.24201e+10,1.27926e+08,1.75559e+08
127,2.02765e+08,3.28278e+10,1.28082e+08,1.75763e+08
128,2.02306e+08,3.10265e+10,1.27985e+08,1.75262e+08
129,2.02623e+08,3.25357e+10,1.27932e+08,1.75645e+08
130,2.02351e+08,3.21748e+10,1.2781e+08,1.75343e+08
131,2.03345e+08,3.1835e+10,1.28118e+08,1.76288e+08
132,2.03183e+08,3.28448e+10,1.28276e+08,1.76089e+08
133,2.02849e+08,3.19459e+10,1.27791e+08,1.7561e+08
134,2.02978e+08,3.24369e+10,1.27676e+08,1.76137e+08
135,2.0359e+08,3.33314e+10,1.27893e+08,1.76146e+08
136,2.02436e+08,3.16521e+10,1.28023e+08,1.75648e+08
137,2.02873e+08,3.24464e+10,1.27969e+08,1.75799e+08
138,2.03629e+08,3.2725e+10,1.27889e+08,1.76642e+08
139,2.02882e+08,3.27132e+10,1.27845e+08,1.75993e+08
140,2.03232e+08,3.2899e+10,1.28191e+08,1.76134e+08
141,2.02732e+08,3.2196e+10,1.28466e+08,1.75596e+08
142,2.03194e+08,3.20932e+10,1.27788e+08,1.762e+08
143,2.03214e+08,3.30048e+10,1.28218e+08,1.76286e+08
144,2.02665e+08,3.27223e+10,1.28035e+08,1.75982e+08
145,2.02563e+08,3.11332e+10,1.27943e+08,1.7535e+08
146,2.04141e+08,3.26841e+10,1.27834e+08,1.76715e+08
147,2.02917e+08,3.20006e+10,1.27855e+08,1.75959e+08
148,2.02907e+08,3.26507e+10,1.28008e+08,1.76204e+08
149,2.02153e+08,3.3359e+10,1.27593e+08,1.75271e+08
150,2.03495e+08,3.27246e+10,1.27994e+08,1.76199e+08
151,2.0254e+08,3.27529e+10,1.2824e+08,1.75672e+08
152,2.03236e+08,3.28301e+10,1.27717e+08,1.76124e+08
153,2.03206e+08,3.26243e+10,1.28039e+08,1.76323e+08
154,2.02912e+08,3.19969e+10,1.27899e+08,1.75905e+08
155,2.02939e+08,3.28289e+10,1.27827e+08,1.76093e+08
156,2.02911e+08,3.2408e+10,1.28157e+08,1.76065e+08
157,2.0326e+08,3.18256e+10,1.27988e+08,1.76635e+08
158,2.02585e+08,3.21805e+10,1.27571e+08,1.7592e+08
159,2.03677e+08,3.32921e+10,1.27424e+08,1.76202e+08
160,2.03413e+08,3.33733e+10,1.27503e+08,1.76407e+08
161,2.02864e+08,3.19999e+10,1.27929e+08,1.75931e+08
162,2.03032e+08,3.26407e+10,1.27552e+08,1.75834e+08
163,2.0297e+08,3.26026e+10,1.2766e+08,1.75913e+08
164,2.03077e+08,3.31496e+10,1.28063e+08,1.75941e+08
165,2.03423e+08,3.27186e+10,1.28125e+08,1.76532e+08
166,2.03527e+08,3.28569e+10,1.28149e+08,1.76154e+08
167,2.03189e+08,3.21305e+10,1.2834e+08,1.765e+08
168,2.0291e+08,3.29447e+10,1.27742e+08,1.75473e+08
169,2.0346e+08,3.28827e+10,1.28127e+08,1.76452e+08
170,2.02847e+08,3.2623e+10,1.28151e+08,1.7585e+08
171,2.03864e+08,3.24396e+10,1.28017e+08,1.76685e+08
172,2.02618e+08,3.2543e+10,1.27972e+08,1.75658e+08
173,2.03264e+08,3.2091e+10,1.2786e+08,1.76351e+08
174,2.0397e+08,3.29836e+10,1.27616e+08,1.7724e+08
175,2.02844e+08,3.1987e+10,1.27983e+08,1.75723e+08
176,2.02789e+08,3.31348e+10,1.28289e+08,1.75699e+08
177,2.03155e+08,3.13738e+10,1.28189e+08,1.76051e+08
178,2.03213e+08,3.16e+10,1.28478e+08,1.76117e+08
179,2.02865e+08,3.23563e+10,1.2806e+08,1.7596e+08
180,2.03038e+08,3.23019e+10,1.28427e+08,1.76149e+08
181,2.02495e+08,3.22215e+10,1.27819e+08,1.75096e+08
182,2.03176e+08,3.28262e+10,1.27731e+08,1.76016e+08
183,2.03393e+08,3.31381e+10,1.28159e+08,1.76607e+08
184,2.03422e+08,3.23205e+10,1.27641e+08,1.76242e+08
185,2.02885e+08,3.35792e+10,1.28121e+08,1.75489e+08
186,2.03287e+08,3.15872e+10,1.27919e+08,1.76031e+08
187,2.02841e+08,3.14298e+10,1.27807e+08,1.75634e+08
188,2.03175e+08,3.14203e+10,1.28116e+08,1.76088e+08
189,2.03272e+08,3.25949e+10,1.27752e+08,1.76559e+08
190,2.0252e+08,3.19174e+10,1.27774e+08,1.7523e+08
191,2.03424e+08,3.32706e+10,1.27873e+08,1.7644e+08
192,2.03314e+08,3.23623e+10,1.28636e+08,1.76172e+08
193,2.03235e+08,3.20771e+10,1.27901e+08,1.75964e+08
194,2.03219e+08,3.25257e+10,1.28336e+08,1.76179e+08
195,2.02796e+08,3.17077e+10,1.28175e+08,1.7584e+08
196,2.02994e+08,3.29196e+10,1.279e+08,1.7627e+08
197,2.02764e+08,3.1837e+10,1.28028e+08,1.75866e+08
198,2.02536e+08,3.22201e+10,1.27651e+08,1.75348e+08
199,2.02484e+08,3.20726e+10,1.28066e+08,1.75483e+08
200,2.02582e+08,3.15405e+10,1.27651e+08,1.75572e+08
201,2.03003e+08,3.22121e+10,1.27863e+08,1.76266e+08
202,2.02937e+08,3.22119e+10,1.27985e+08,1.7621e+08
203,2.02603e+08,3.24491e+10,1.27827e+08,1.75625e+08
204,2.02603e+08,3.18976e+10,1.28156e+08,1.75399e+08
205,2.03093e+08,3.28099e+10,1.28081e+08,1.76038e+08
206,2.03409e+08,3.31318e+10,1.27267e+08,1.76599e+08
207,2.03202e+08,3.25959e+10,1.27893e+08,1.76192e+08
208,2.03273e+08,3.19006e+10,1.28144e+08,1.76263e+08
209,2.03358e+08,3.19076e+10,1.27827e+08,1.76378e+08
210,2.03001e+08,3.25828e+10,1.28153e+08,1.76243e+08
211,2.0348e+08,3.28174e+10,1.27945e+08,1.76447e+08
212,2.02828e+08,3.24089e+10,1.28105e+08,1.75734e+08
213,2.02819e+08,3.19318e+10,1.27881e+08,1.75907e+08
214,2.03641e+08,3.2178e+10,1.28015e+08,1.76726e+08
215,2.02923e+08,3.13004e+10,1.28132e+08,1.76019e+08
216,2.02467e+08,3.33894e+10,1.28071e+08,1.75501e+08
217,2.02614e+08,3.17619e+10,1.27348e+08,1.75518e+08
218,2.02695e+08,3.29235e+10,1.28203e+08,1.7588e+08
219,2.02946e+08,3.19992e+10,1.28037e+08,1.75578e+08
220,2.02766e+08,3.29384e+10,1.27915e+08,1.75776e+08
221,2.02132e+08,3.12201e+10,1.27693e+08,1.75249e+08
222,2.03522e+08,3.22937e+10,1.27915e+08,1.76495e+08
223,2.02761e+08,3.20071e+10,1.27714e+08,1.75919e+08
224,2.0346e+08,3.27384e+10,1.27921e+08,1.76422e+08
225,2.03273e+08,3.2296e+10,1.27899e+08,1.76286e+08
226,2.03766e+08,3.1875e+10,1.27951e+08,1.76272e+08
227,2.02656e+08,3.14424e+10,1.27864e+08,1.7607e+08
228,2.02368e+08,3.36715e+10,1.27956e+08,1.75441e+08
229,2.02579e+08,3.13224e+10,1.27858e+08,1.75719e+08
230,2.0312e+08,3.17122e+10,1.27866e+08,1.76291e+08
231,2.03459e+08,3.21327e+10,1.27784e+08,1.76094e+08
232,2.0274e+08,3.12059e+10,1.27676e+08,1.75608e+08
233,2.022e+08,3.16574e+10,1.28374e+08,1.75072e+08
234,2.02887e+08,3.22405e+10,1.27989e+08,1.75688e+08
235,2.03116e+08,3.21132e+10,1.27668e+08,1.75848e+08
236,2.03444e+08,3.29159e+10,1.27864e+08,1.76175e+08
237,2.03631e+08,3.28599e+10,1.27585e+08,1.76429e+08
238,2.03016e+08,3.13169e+10,1.28013e+08,1.75927e+08
239,2.03473e+08,3.13458e+10,1.27723e+08,1.7636e+08
240,2.0294e+08,3.21914e+10,1.27662e+08,1.75944e+08
241,2.03229e+08,3.28018e+10,1.27968e+08,1.76162e+08
242,2.02798e+08,3.26438e+10,1.28003e+08,1.75771e+08
243,2.0245e+08,3.18629e+10,1.27998e+08,1.757e+08
244,2.02971e+08,3.19807e+10,1.2761e+08,1.75761e+08
245,2.03069e+08,3.15961e+10,1.28046e+08,1.76111e+08
246,2.03395e+08,3.29247e+10,1.28067e+08,1.7614e+08
247,2.03188e+08,3.24521e+10,1.27861e+08,1.76223e+08
248,2.03282e+08,3.23201e+10,1.28021e+08,1.76153e+08
249,2.02478e+08,3.17855e+10,1.2765e+08,1.75598e+08
250,2.02687e+08,3.19982e+10,1.28117e+08,1.756e+08
251,2.03141e+08,3.26426e+10,1.2779e+08,1.75753e+08
252,2.03314e+08,3.20065e+10,1.28028e+08,1.76276e+08
253,2.03173e+08,3.33601e+10,1.27524e+08,1.75947e+08
254,2.03318e+08,3.22921e+10,1.28135e+08,1.76291e+08
255,2.03001e+08,3.20843e+10,1.27575e+08,1.7594e+08
256,2.02955e+08,3.26564e+10,1.28215e+08,1.75974e+08
257,2.02963e+08,3.35764e+10,1.28331e+08,1.76067e+08
258,2.03016e+08,3.17921e+10,1.2769e+08,1.75959e+08
259,2.02602e+08,3.22976e+10,1.27965e+08,1.75703e+08
260,2.02934e+08,3.26468e+10,1.28013e+08,1.75703e+08
261,2.01987e+08,3.20132e+10,1.27957e+08,1.74979e+08
262,2.02989e+08,3.28532e+10,1.27849e+08,1.76093e+08
263,2.02229e+08,3.14271e+10,1.27917e+08,1.75308e+08
264,2.03453e+08,3.22946e+10,1.27902e+08,1.76501e+08
265,2.02773e+08,3.29666e+10,1.27535e+08,1.75511e+08
266,2.03128e+08,3.24373e+10,1.27926e+08,1.7635e+08
267,2.03273e+08,3.29859e+10,1.27812e+08,1.76325e+08
268,2.02551e+08,3.12508e+10,1.27841e+08,1.7586e+08
269,2.03181e+08,3.35872e+10,1.27839e+08,1.75974e+08
270,2.02651e+08,3.18124e+10,1.28038e+08,1.75822e+08
271,2.03063e+08,3.20651e+10,1.27936e+08,1.76298e+08
272,2.03267e+08,3.25285e+10,1.27793e+08,1.76159e+08
273,2.028e+08,3.25723e+10,1.27696e+08,1.75836e+08
274,2.02676e+08,3.18419e+10,1.27836e+08,1.7593e+08
275,2.03055e+08,3.2383e+10,1.27753e+08,1.76052e+08
276,2.02732e+08,3.26763e+10,1.28004e+08,1.75641e+08
277,2.03914e+08,3.34736e+10,1.28123e+08,1.76882e+08
278,2.03605e+08,3.19776e+10,1.28017e+08,1.7638e+08
279,2.03414e+08,3.1784e+10,1.27808e+08,1.76516e+08
280,2.02624e+08,3.19782e+10,1.28317e+08,1.75407e+08
281,2.02495e+08,3.21725e+10,1.28027e+08,1.75833e+08
282,2.0278e+08,3.17652e+10,1.27965e+08,1.75834e+08
283,2.02759e+08,3.21891e+10,1.28036e+08,1.75637e+08
284,2.02436e+08,3.25491e+10,1.27825e+08,1.75561e+08
285,2.02862e+08,3.35292e+10,1.27952e+08,1.75718e+08
286,2.02849e+08,3.13855e+10,1.28175e+08,1.75829e+08
287,2.02373e+08,3.30521e+10,1.27912e+08,1.75703e+08
288,2.02913e+08,3.24114e+10,1.27785e+08,1.76041e+08
289,2.03225e+08,3.14946e+10,1.27611e+08,1.76051e+08
290,2.03284e+08,3.22914e+10,1.28042e+08,1.76337e+08
291,2.02793e+08,3.26111e+10,1.27904e+08,1.75702e+08
292,2.03168e+08,3.32644e+10,1.28001e+08,1.76207e+08
293,2.03257e+08,3.2432e+10,1.27946e+08,1.76035e+08
294,2.03468e+08,3.2667e+10,1.27985e+08,1.76846e+08
295,2.03103e+08,3.22529e+10,1.28421e+08,1.75775e+08
296,2.0237e+08,3.2061e+10,1.28049e+08,1.75459e+08
297,2.02914e+08,3.2676e+10,1.2769e+08,1.75632e+08
298,2.03147e+08,3.21553e+10,1.28067e+08,1.76042e+08
299,2.01963e+08,3.15091e+10,1.28605e+08,1.74972e+08
300,2.02682e+08,3.25203e+10,1.27948e+08,1.7562e+08
301,2.03119e+08,3.16991e+10,1.27773e+08,1.76055e+08
302,2.02918e+08,3.30095e+10,1.28193e+08,1.75995e+08
303,2.03521e+08,3.2554e+10,1.27979e+08,1.76474e+08
304,2.02307e+08,3.18369e+10,1.28462e+08,1.7515e+08
305,2.03215e+08,3.23253e+10,1.28088e+08,1.76071e+08
306,2.03123e+08,3.27855e+10,1.27974e+08,1.76354e+08
307,2.02841e+08,3.16758e+10,1.27819e+08,1.75662e+08
308,2.02721e+08,3.24029e+10,1.28146e+08,1.75632e+08
309,2.03457e+08,3.29049e+10,1.27893e+08,1.76726e+08
310,2.02556e+08,3.19177e+10,1.27834e+08,1.75765e+08
311,2.02883e+08,3.22853e+10,1.27828e+08,1.75873e+08
312,2.0318e+08,3.2609e+10,1.27837e+08,1.76171e+08
313,2.03421e+08,3.23642e+10,1.27921e+08,1.76491e+08
314,2.02857e+08,3.15411e+10,1.28265e+08,1.75927e+08
315,2.02827e+08,3.29871e+10,1.27966e+08,1.75923e+08
316,2.03258e+08,3.18895e+10,1.2791e+08,1.76478e+08
317,2.03308e+08,3.29835e+10,1.27953e+08,1.76523e+08
318,2.02823e+08,3.30542e+10,1.2744e+08,1.75779e+08
319,2.02577e+08,3.15693e+10,1.27932e+08,1.75629e+08
320,2.0302e+08,3.26601e+10,1.27844e+08,1.75898e+08
321,2.03051e+08,3.18838e+10,1.27678e+08,1.75967e+08
322,2.02961e+08,3.25779e+10,1.27891e+08,1.76094e+08
323,2.03413e+08,3.25612e+10,1.27658e+08,1.75983e+08
324,2.03211e+08,3.28808e+10,1.27555e+08,1.76474e+08
325,2.02634e+08,3.25327e+10,1.27748e+08,1.75505e+08
326,2.03095e+08,3.29439e+10,1.27288e+08,1.76124e+08
327,2.0312e+08,3.30919e+10,1.27629e+08,1.75705e+08
328,2.03467e+08,3.17943e+10,1.28089e+08,1.76308e+08
329,2.03579e+08,3.32155e+10,1.27915e+08,1.7678e+08
330,2.01921e+08,3.24868e+10,1.27908e+08,1.749e+08
331,2.02924e+08,3.29105e+10,1.27948e+08,1.75853e+08
332,2.03612e+08,3.15855e+10,1.27872e+08,1.76315e+08
333,2.03734e+08,3.29059e+10,1.27915e+08,1.76478e+08
334,2.02533e+08,3.25087e+10,1.28224e+08,1.75456e+08
335,2.03367e+08,3.21473e+10,1.28124e+08,1.76257e+08
336,2.02462e+08,3.2509e+10,1.28112e+08,1.75192e+08
337,2.03328e+08,3.22749e+10,1.28457e+08,1.76256e+08
338,2.03472e+08,3.2954e+10,1.27808e+08,1.76705e+08
339,2.02891e+08,3.3016e+10,1.2787e+08,1.75852e+08
340,2.02759e+08,3.30883e+10,1.27958e+08,1.75749e+08
341,2.02899e+08,3.17377e+10,1.2785e+08,1.75982e+08
342,2.02917e+08,3.12697e+10,1.27908e+08,1.76056e+08
343,2.02232e+08,3.23058e+10,1.27961e+08,1.75453e+08
344,2.03152e+08,3.24956e+10,1.28267e+08,1.75902e+08
345,2.03401e+08,3.28086e+10,1.27488e+08,1.76052e+08
346,2.02787e+08,3.09347e+10,1.27961e+08,1.76108e+08
347,2.03107e+08,3.30633e+10,1.28177e+08,1.76186e+08
348,2.03007e+08,3.12023e+10,1.28101e+08,1.7616e+08
349,2.02956e+08,3.2113e+10,1.27585e+08,1.76302e+08
350,2.02449e+08,3.19945e+10,1.2819e+08,1.7544e+08
351,2.03403e+08,3.26397e+10,1.27714e+08,1.76063e+08
352,2.02482e+08,3.2004e+10,1.281e+08,1.7527e+08
353,2.03141e+08,3.16838e+10,1.27977e+08,1.76037e+08
354,2.03106e+08,3.16076e+10,1.27889e+08,1.75763e+08
355,2.03304e+08,3.21803e+10,1.28193e+08,1.75928e+08
356,2.03616e+08,3.31629e+10,1.27863e+08,1.76452e+08
357,2.03123e+08,3.25429e+10,1.27831e+08,1.76051e+08
358,2.02602e+08,3.23198e+10,1.28024e+08,1.76018e+08
359,2.03138e+08,3.18743e+10,1.2782e+08,1.76299e+08
360,2.03194e+08,3.20079e+10,1.27688e+08,1.75988e+08
361,2.0313e+08,3.16319e+10,1.28641e+08,1.76e+08
362,2.02439e+08,3.29721e+10,1.28191e+08,1.75532e+08
363,2.03167e+08,3.27571e+10,1.27788e+08,1.75654e+08
364,2.02396e+08,3.39634e+10,1.27942e+08,1.75079e+08
365,2.03055e+08,3.15514e+10,1.27808e+08,1.75822e+08
366,2.02916e+08,3.27314e+10,1.27881e+08,1.76204e+08
367,2.03931e+08,3.30799e+10,1.27748e+08,1.77032e+08
368,2.02817e+08,3.29111e+10,1.28179e+08,1.7591e+08
369,2.02712e+08,3.31588e+10,1.28044e+08,1.75506e+08
370,2.027e+08,3.27431e+10,1.28182e+08,1.75676e+08
371,2.02807e+08,3.12795e+10,1.28218e+08,1.7567e+08
372,2.03366e+08,3.2927e+10,1.27876e+08,1.76348e+08
373,2.03083e+08,3.24874e+10,1.27541e+08,1.75994e+08
374,2.02994e+08,3.22676e+10,1.28481e+08,1.75937e+08
375,2.03552e+08,3.17116e+10,1.27924e+08,1.76599e+08
376,2.02585e+08,3.26424e+10,1.28071e+08,1.75932e+08
377,2.02575e+08,3.19885e+10,1.28034e+08,1.75866e+08
378,2.02566e+08,3.24138e+10,1.2793e+08,1.75754e+08
379,2.03776e+08,3.30115e+10,1.27874e+08,1.7649e+08
380,2.02797e+08,3.28551e+10,1.27767e+08,1.7585e+08
381,2.03426e+08,3.28181e+10,1.28399e+08,1.76393e+08
382,2.02763e+08,3.17429e+10,1.27725e+08,1.75995e+08
383,2.03037e+08,3.20583e+10,1.27842e+08,1.7571e+08
384,2.02842e+08,3.20994e+10,1.2799e+08,1.75738e+08
385,2.02838e+08,3.28637e+10,1.2832e+08,1.75883e+08
386,2.02574e+08,3.20724e+10,1.27966e+08,1.75772e+08
387,2.0239e+08,3.1541e+10,1.27764e+08,1.75569e+08
388,2.02907e+08,3.29465e+10,1.28255e+08,1.7567e+08
389,2.03113e+08,3.30356e+10,1.28109e+08,1.75904e+08
390,2.033e+08,3.25428e+10,1.2779e+08,1.76128e+08
391,2.03412e+08,3.23357e+10,1.27695e+08,1.76072e+08
392,2.02769e+08,3.04665e+10,1.27931e+08,1.75482e+08
393,2.03478e+08,3.32542e+10,1.2794e+08,1.76378e+08
394,2.03915e+08,3.21101e+10,1.27669e+08,1.77106e+08
395,2.03182e+08,3.29433e+10,1.27921e+08,1.76188e+08
396,2.03475e+08,3.22054e+10,1.2824e+08,1.76191e+08
397,2.03814e+08,3.288e+10,1.27781e+08,1.7637e+08
398,2.0303e+08,3.31788e+10,1.27747e+08,1.75943e+08
399,2.03893e+08,3.2091e+10,1.27567e+08,1.76681e+08
400,2.02496e+08,3.18851e+10,1.27752e+08,1.75664e+08
401,2.03173e+08,3.27947e+10,1.28194e+08,1.76001e+08
402,2.02657e+08,3.33544e+10,1.27655e+08,1.75346e+08
403,2.03242e+08,3.22531e+10,1.28036e+08,1.76036e+08
404,2.03318e+08,3.3229e+10,1.28111e+08,1.7653e+08
405,2.02929e+08,3.18943e+10,1.27653e+08,1.75946e+08
406,2.03058e+08,3.12721e+10,1.28101e+08,1.75764e+08
407,2.02756e+08,3.21969e+10,1.28154e+08,1.75555e+08
408,2.03161e+08,3.1302e+10,1.27591e+08,1.76133e+08
409,2.02706e+08,3.23845e+10,1.2762e+08,1.75979e+08
410,2.02348e+08,3.18422e+10,1.27932e+08,1.75303e+08
411,2.032e+08,3.13872e+10,1.28049e+08,1.76019e+08
412,2.03006e+08,3.27492e+10,1.27558e+08,1.76127e+08
413,2.03236e+08,3.21924e+10,1.2818e+08,1.75923e+08
414,2.02414e+08,3.17262e+10,1.27415e+08,1.75131e+08
415,2.02904e+08,3.23537e+10,1.28018e+08,1.75833e+08
416,2.03271e+08,3.32274e+10,1.27958e+08,1.76464e+08
417,2.0318e+08,3.22122e+10,1.27798e+08,1.76266e+08
418,2.02914e+08,3.19707e+10,1.27611e+08,1.76024e+08
419,2.03665e+08,3.25425e+10,1.27925e+08,1.76212e+08
420,2.02713e+08,3.21741e+10,1.2821e+08,1.75712e+08
421,2.02957e+08,3.20276e+10,1.28126e+08,1.76091e+08
422,2.02598e+08,3.22464e+10,1.28272e+08,1.75824e+08
423,2.03257e+08,3.34199e+10,1.27874e+08,1.76162e+08
424,2.03176e+08,3.11154e+10,1.2809e+08,1.75923e+08
425,2.03452e+08,3.28792e+10,1.28219e+08,1.76321e+08
426,2.02863e+08,3.27354e+10,1.28258e+08,1.75774e+08
427,2.0335e+08,3.22255e+10,1.27944e+08,1.76288e+08
428,2.03674e+08,3.0623e+10,1.27779e+08,1.76158e+08
429,2.02456e+08,3.10867e+10,1.28243e+08,1.75632e+08
430,2.02881e+08,3.1786e+10,1.2781e+08,1.76132e+08
431,2.03034e+08,3.21628e+10,1.27846e+08,1.7618e+08
432,2.02726e+08,3.19254e+10,1.27929e+08,1.75875e+08
433,2.02994e+08,3.33718e+10,1.27974e+08,1.75907e+08
434,2.03371e+08,3.13827e+10,1.27722e+08,1.76061e+08
435,2.02646e+08,3.20147e+10,1.28372e+08,1.75483e+08
436,2.03071e+08,3.28391e+10,1.27961e+08,1.7606e+08
437,2.0292e+08,3.10903e+10,1.27954e+08,1.75838e+08
438,2.02982e+08,3.22982e+10,1.28184e+08,1.7569e+08
439,2.03281e+08,3.1526e+10,1.28104e+08,1.76459e+08
440,2.02675e+08,3.27353e+10,1.28188e+08,1.75835e+08
441,2.02666e+08,3.27128e+10,1.27811e+08,1.75898e+08
442,2.03013e+08,3.23752e+10,1.28037e+08,1.75754e+08
443,2.03703e+08,3.24672e+10,1.27691e+08,1.76403e+08
444,2.03232e+08,3.27584e+10,1.28074e+08,1.76127e+08
445,2.0402e+08,3.26443e+10,1.27875e+08,1.76829e+08
446,2.02753e+08,3.22245e+10,1.2795e+08,1.75855e+08
447,2.03078e+08,3.27919e+10,1.27943e+08,1.75909e+08
448,2.0415e+08,3.32672e+10,1.27889e+08,1.7675e+08
449,2.02731e+08,3.23611e+10,1.28014e+08,1.75867e+08
450,2.03127e+08,3.19617e+10,1.2777e+08,1.75747e+08
451,2.02966e+08,3.24881e+10,1.28134e+08,1.75989e+08
452,2.03403e+08,3.25002e+10,1.28128e+08,1.76739e+08
453,2.02515e+08,3.28051e+10,1.28185e+08,1.75818e+08
454,2.02532e+08,3.07487e+10,1.28064e+08,1.75448e+08
455,2.03776e+08,3.27117e+10,1.27765e+08,1.76619e+08
456,2.0265e+08,3.12271e+10,1.27925e+08,1.75692e+08
457,2.03196e+08,3.1284e+10,1.27842e+08,1.76289e+08
458,2.02942e+08,3.21104e+10,1.28058e+08,1.75606e+08
459,2.02669e+08,3.16395e+10,1.27824e+08,1.75498e+08
460,2.03296e+08,3.28004e+10,1.28197e+08,1.75807e+08
461,2.02947e+08,3.22595e+10,1.28045e+08,1.75671e+08
462,2.03371e+08,3.15428e+10,1.27653e+08,1.76327e+08
463,2.03247e+08,3.21109e+10,1.27882e+08,1.76156e+08
464,2.02602e+08,3.28912e+10,1.28233e+08,1.75694e+08
465,2.02649e+08,3.26235e+10,1.27721e+08,1.75803e+08
466,2.02737e+08,3.09007e+10,1.27915e+08,1.75782e+08
467,2.02612e+08,3.22386e+10,1.27722e+08,1.75348e+08
468,2.03563e+08,3.1278e+10,1.27575e+08,1.76297e+08
469,2.02943e+08,3.28262e+10,1.27471e+08,1.75814e+08
470,2.02819e+08,3.19479e+10,1.28101e+08,1.75928e+08
471,2.03404e+08,3.24389e+10,1.27983e+08,1.7619e+08
472,2.02888e+08,3.35565e+10,1.27815e+08,1.75744e+08
473,2.02698e+08,3.30304e+10,1.28116e+08,1.75909e+08
474,2.0241e+08,3.23292e+10,1.27944e+08,1.75299e+08
475,2.03237e+08,3.22553e+10,1.2845e+08,1.75845e+08
476,2.02165e+08,3.19144e+10,1.27926e+08,1.75387e+08
477,2.02927e+08,3.16089e+10,1.27942e+08,1.75726e+08
478,2.02379e+08,3.10422e+10,1.27695e+08,1.75557e+08
479,2.02757e+08,3.19181e+10,1.27971e+08,1.75858e+08
480,2.02984e+08,3.25987e+10,1.28119e+08,1.76399e+08
481,2.03176e+08,3.29078e+10,1.28198e+08,1.75791e+08
482,2.03494e+08,3.28511e+10,1.27778e+08,1.76135e+08
483,2.02563e+08,3.22912e+10,1.27933e+08,1.75536e+08
484,2.03061e+08,3.04058e+10,1.2822e+08,1.75834e+08
485,2.03048e+08,3.37214e+10,1.27813e+08,1.76133e+08
486,2.03013e+08,3.24956e+10,1.28162e+08,1.76031e+08
487,2.03264e+08,3.23012e+10,1.28127e+08,1.76466e+08
488,2.03263e+08,3.18726e+10,1.27844e+08,1.76017e+08
489,2.03249e+08,3.19935e+10,1.27856e+08,1.76017e+08
490,2.01852e+08,3.16678e+10,1.28538e+08,1.75381e+08
491,2.03305e+08,3.29425e+10,1.27993e+08,1.76079e+08
492,2.03444e+08,3.25687e+10,1.28125e+08,1.7618e+08
493,2.0291e+08,3.23255e+10,1.2784e+08,1.75771e+08
494,2.02697e+08,3.23743e+10,1.281e+08,1.76177e+08
495,2.02489e+08,3.19076e+10,1.27659e+08,1.75851e+08
496,2.02431e+08,3.17666e+10,1.2783e+08,1.75425e+08
497,2.02907e+08,3.18893e+10,1.28048e+08,1.75721e+08
498,2.01939e+08,3.10373e+10,1.28062e+08,1.74922e+08
499,2.03484e+08,3.20822e+10,1.27838e+08,1.76712e+08
500,2.02471e+08,3.20404e+10,1.27698e+08,1.75671e+08
501,2.03068e+08,3.23211e+10,1.28092e+08,1.7584e+08
502,2.03111e+08,3.13599e+10,1.27802e+08,1.76067e+08
503,2.02893e+08,3.29429e+10,1.28611e+08,1.75838e+08
504,2.02987e+08,3.21613e+10,1.27741e+08,1.76179e+08
505,2.03524e+08,3.3067e+10,1.27904e+08,1.7592e+08
506,2.02218e+08,3.1909e+10,1.27848e+08,1.75418e+08
507,2.03386e+08,3.24584e+10,1.28065e+08,1.76102e+08
508,2.03918e+08,3.28404e+10,1.2783e+08,1.76609e+08
509,2.02631e+08,3.23942e+10,1.27992e+08,1.75724e+08
510,2.03182e+08,3.22686e+10,1.27834e+08,1.76172e+08
511,2.02868e+08,3.20682e+10,1.27914e+08,1.75494e+08
512,2.02499e+08,3.32075e+10,1.28003e+08,1.75823e+08
513,2.02619e+08,3.28221e+10,1.27593e+08,1.75569e+08
514,2.03086e+08,3.1761e+10,1.28256e+08,1.75824e+08
515,2.02517e+08,3.35848e+10,1.27948e+08,1.75631e+08
516,2.03115e+08,3.19382e+10,1.28028e+08,1.76104e+08
517,2.0382e+08,3.2451e+10,1.28053e+08,1.76702e+08
518,2.02974e+08,3.18588e+10,1.27548e+08,1.75847e+08
519,2.02772e+08,3.1479e+10,1.2818e+08,1.75762e+08
520,2.03273e+08,3.187e+10,1.27548e+08,1.76273e+08
521,2.02892e+08,3.29585e+10,1.2766e+08,1.75593e+08
522,2.02122e+08,3.21478e+10,1.28172e+08,1.75199e+08
523,2.02866e+08,3.26642e+10,1.27665e+08,1.75994e+08
524,2.02396e+08,3.17341e+10,1.27837e+08,1.75775e+08
525,2.04138e+08,3.33013e+10,1.27883e+08,1.76805e+08
526,2.02765e+08,3.17265e+10,1.2796e+08,1.75798e+08
527,2.03173e+08,3.21748e+10,1.28223e+08,1.76141e+08
528,2.02267e+08,3.2572e+10,1.27856e+08,1.7532e+08
529,2.03206e+08,3.23457e+10,1.28138e+08,1.76348e+08
530,2.02774e+08,3.2778e+10,1.28103e+08,1.75603e+08
